date,value
2026-01-01,23.5805721282959
2026-01-04,23.205337524414062
2026-01-05,23.116466522216797
2026-01-06,23.14609146118164
2026-01-07,23.28433609008789
2026-01-08,23.353456497192383
2026-01-11,23.916309356689453
2026-01-12,23.955808639526367
2026-01-13,24.607532501220703
2026-01-14,24.666780471801758
2026-01-15,24.489036560058594
2026-01-18,24.666780471801758
2026-01-19,24.577909469604492
2026-01-20,24.68653106689453
2026-01-21,24.68653106689453
2026-01-22,24.923521041870117
2026-01-25,25.002517700195312
2026-01-26,24.943269729614258
2026-01-27,24.943269729614258
2026-01-28,25.318504333496094
2026-01-29,25.476497650146484
2026-02-01,24.864273071289062
2026-02-02,25.279006958007812
2026-02-03,25.279006958007812
2026-02-04,25.338254928588867
2026-02-05,25.279006958007812
2026-02-08,25.180261611938477
2026-02-09,25.358003616333008
2026-02-10,25.535747528076172
2026-02-11,25.496248245239258
2026-02-12,25.673992156982422
2026-02-15,25.456750869750977
2026-02-16,25.279006958007812
2026-02-17,25.121013641357422
2026-02-18,25.279006958007812
2026-02-19,25.37775421142578
2026-02-23,25.65424156188965
2026-02-24,25.5159969329834
2026-02-25,25.417251586914062
2026-02-26,24.647031784057617
2026-03-01,25.476497650146484
2026-03-02,25.891231536865234
2026-03-03,26.38496208190918
2026-03-04,25.772737503051758
2026-03-05,25.555496215820312
2026-03-08,26.602205276489258
2026-03-09,26.779949188232422
2026-03-10,26.562705993652344
2026-03-11,26.819446563720703
2026-03-12,26.523208618164062
2026-03-15,26.76019859313965
2026-03-16,26.720699310302734
2026-03-24,26.65999984741211
2026-03-25,26.860000610351562
2026-03-26,27.0
2026-03-29,26.979999542236328
2026-03-30,26.979999542236328
2026-03-31,27.399999618530273
2026-04-01,27.559999465942383
2026-04-02,27.600000381469727
2026-04-05,27.540000915527344
2026-04-06,27.5
2026-04-07,27.520000457763672
2026-04-08,26.979999542236328
2026-04-09,27.200000762939453
2026-04-12,27.15999984741211
2026-04-13,27.600000381469727
2026-04-14,27.360000610351562
2026-04-15,27.540000915527344
2026-04-16,27.520000457763672
2026-04-19,27.200000762939453
2026-04-20,27.200000762939453
2026-04-21,27.15999984741211
2026-04-22,27.260000228881836
2026-04-23,27.219999313354492
